VIRCat	Germ	GBegF	BegFEndF	EndFBegM	BegMEndM	FloCol	StemCol	BushShape	LeafSize	FlowStemCol	AscoRes	StemBr	StemL1ord	StemBr1ord	StemBr2ord	PodD	PodS	Height	Hlp	NoPodsWeight	PodsWeight	PodsNumber	SeedsNumber	SeedsWeight	PodShape	PodLength	PodWidth	SeedShape	SeedCol	Seed1000W
vir_0804	9	47	2.94443897916644	2.63905732961526	16	1	3	3	5	3	3	9	3	1	5	2	1	60	19	3.46573590279973	3.77045944110636	4.07753744390572	3.52636052461616	2.47653840011748	7	27	12	5	1	5.79909265446053
vir_0807	8	38	2.83321334405622	2.19722457733622	14	1	3	5	3	3	3	9	3	1	5	2	2	45	21	2.07944154167984	2.69462718077007	3.98898404656427	3.68887945411394	2.23001440015921	7	20	8	5	1	5.24702407216049
vir_0810	8	35	2.99573227355399	2.77258872223978	10	1	3	3	5	3	5	7	3	1	5	2	1	45	27	1.25276296849537	1.22377543162212	2.70805020110221	2.63905732961526	0.641853886172395	7	20	10	5	1	4.90527477843843
vir_0813	8	37	2.89037175789616	3.36729582998647	37	1	3	5	5	3	3	9	5	7	5	1	2	55	22	2.18605127673809	2.25129179860650	3.85014760171006	3.76120011569356	1.74046617484050	7	20	9	3	1	4.55387689160054
vir_0815	8	38	3.09104245335832	2.48490664978800	16	1	3	5	5	3	5	9	5	7	5	2	1	63	26	2.23001440015921	2.30258509299405	3.33220451017520	2.63905732961526	0.875468737353900	7	19	10	3	1	4.82831373730230
vir_0816	8	36	3.17805383034795	2.48490664978800	16	1	3	5	5	3	5	9	5	7	5	2	1	53	20	2.20827441352280	2.74727091425549	4.21950770517611	4.02535169073515	1.90210752639692	7	20	10	3	1	4.94164242260930
vir_0833	8	41	2.99573227355399	2.48490664978800	17	3	3	3	3	7	5	9	5	7	7	2	1	50	26	2.48490664978800	2.19722457733622	3.82864139648910	3.55534806148941	1.64865862558738	7	22	10	3	14	5.01063529409626
vir_0850	8	39	2.77258872223978	1.94591014905531	12	1	3	3	5	3	5	9	3	7	7	2	2	50	22	2.56494935746154	2.51769647261099	3.58351893845611	2.83321334405622	1.85629799036563	7	26	11	5	1	5.24702407216049
vir_0851	8	39	3.04452243772342	2.48490664978800	15	3	5	5	5	7	5	9	3	7	5	2	2	53	20	2.55722731136763	3.24649099190117	4.57471097850338	4.54329478227000	2.76631910922619	7	22	8	3	10	5.24702407216049
vir_0853	8	39	3.04452243772342	2.56494935746154	14	1	3	3	5	3	3	9	3	7	5	2	2	56	26	2.26176309847379	2.73436750941958	3.78418963391826	3.33220451017520	2.16332302566054	7	22	10	5	1	5.24702407216049
vir_0855	8	40	3.36729582998647	2.99573227355399	17	1	3	3	5	3	5	9	3	7	5	2	1	50	30	2.63905732961526	2.50959926237837	3.33220451017520	2.30258509299405	1.16315080980568	5	25	13	5	1	5.63478960316925
vir_0860	8	39	3.09104245335832	2.39789527279837	14	2	3	5	5	3	7	9	3	7	5	2	1	50	24	2.58776403522771	2.56494935746154	3.43398720448515	3.17805383034795	1.48160454092422	7	23	10	3	10	5.39362754635236
vir_0862	8	39	3.04452243772342	2.56494935746154	18	1	3	5	5	3	3	9	3	7	5	2	1	55	30	2.20827441352280	1.68639895357023	2.77258872223978	1.38629436111989	-0.223143551314210	5	27	13	3	1	5.48063892334199
vir_0876	8	40	2.70805020110221	2.19722457733622	12	2	3	3	3	3	3	9	3	1	5	1	1	43	30	0.916290731874155	0.741937344729377	2.48490664978800	2.07944154167984	0.262364264467491	7	20	11	3	10	5.10594547390058
vir_0880	8	39	2.77258872223978	2.19722457733622	16	3	3	3	3	3	3	9	5	7	7	1	1	50	26	1.70474809223843	0.832909122935104	2.48490664978800	2.07944154167984	0.182321556793955	7	22	12	3	10	5.29831736654804
vir_0881	8	39	3.04452243772342	2.56494935746154	17	2	3	5	5	3	5	9	5	7	7	2	1	60	22	2.56494935746154	2.07944154167984	3.33220451017520	2.63905732961526	1.38629436111989	7	25	12	5	10	5.63478960316925
vir_0884	8	40	2.70805020110221	2.19722457733622	14	1	3	3	7	3	5	7	5	1	5	2	1	46	21	2.46809953147162	1.41098697371026	2.77258872223978	1.79175946922806	0.0953101798043249	7	24	12	5	1	5.39362754635236
vir_0885	9	41	3.43398720448515	3.21887582486820	16	3	5	5	3	7	3	9	5	7	5	1	1	47	22	2.06686275947298	2.29253475714054	3.76120011569356	3.40119738166216	1.82454929205105	7	23	10	3	10	5.39362754635236
vir_0900	8	41	2.63905732961526	2.56494935746154	12	3	5	5	3	7	3	9	5	1	5	1	1	40	17	1.77495235091167	1.41098697371026	3.68887945411394	3.29583686600433	1.06471073699243	7	18	8	3	10	4.82831373730230
vir_0905	8	39	3.09104245335832	2.63905732961526	10	1	3	3	5	3	7	5	7	7	7	2	2	60	25	2.79116510781272	3.06339092202781	4.06044301054642	3.85014760171006	2.45100509811232	7	21	10	5	1	5.50125821054473
vir_0906	8	37	2.89037175789616	2.56494935746154	14	3	5	5	3	7	9	9	3	7	7	2	2	60	23	2.35137525716348	2.50959926237837	4.30406509320417	4.59511985013459	2.51769647261099	7	20	10	3	14	5.10594547390058
vir_0914	8	39	3.04452243772342	2.63905732961526	11	2	3	5	3	3	9	5	3	1	5	2	2	56	21	2.50143595173921	2.90690105984738	4.12713438504509	3.85014760171006	2.42480272571830	7	21	10	3	10	5.37063802812766
vir_0915	7	40	3.40119738166216	2.94443897916644	16	2	3	3	5	3	9	7	5	7	5	2	2	60	20	2.59525470695687	3.18221184049661	4.18965474202643	3.87120101090789	2.67414864942653	7	20	10	3	10	5.54126354515843
vir_0917	7	40	3.40119738166216	2.94443897916644	11	3	7	3	5	7	7	9	5	7	7	2	2	50	17	2.48490664978800	2.94443897916644	4.31748811353631	3.87120101090789	2.44234703536920	7	20	10	3	10	5.54126354515843
vir_0918	8	39	3.33220451017520	2.83321334405622	18	1	3	3	7	3	7	9	5	7	7	2	2	60	22	2.40694510831829	3.20274644293832	3.93182563272433	2.48490664978800	1.85629799036563	5	26	13	5	1	5.96614673912369
vir_0919	7	40	2.77258872223978	2.30258509299405	13	2	3	5	5	3	9	9	5	7	7	2	2	50	17	2.65324196460722	2.48490664978800	3.82864139648910	3.78418963391826	2.48490664978800	7	24	11	3	10	5.68697535633982
vir_0920	8	37	3.13549421592915	2.77258872223978	14	1	3	5	5	3	7	9	5	7	7	2	2	46	19	1.79175946922806	2.96010509591084	3.91202300542815	3.63758615972639	2.40694510831829	7	22	11	5	1	5.61677109766657
vir_0923	8	39	3.04452243772342	2.70805020110221	13	3	7	5	3	7	5	9	5	7	7	1	1	40	19	1.33500106673234	1.97408102602201	3.78418963391826	3.58351893845611	1.41098697371026	7	16	8	3	10	4.90527477843843
vir_0929	8	39	3.09104245335832	2.83321334405622	13	3	7	5	3	7	5	9	5	7	7	1	1	40	20	1.41098697371026	1.64865862558738	3.61091791264422	3.82864139648910	1.66770682055808	7	20	10	3	10	5.01063529409626
vir_0930	8	37	3.13549421592915	2.77258872223978	11	3	7	5	3	7	5	5	5	1	5	1	1	44	17	1.85629799036563	3.06339092202781	4.36944785246702	4.62497281328427	2.66025953726586	7	20	10	3	10	4.97673374242057
vir_0931	8	36	2.94443897916644	2.39789527279837	14	2	7	5	5	7	7	9	3	7	7	2	1	45	19	1.68639895357023	1.88706964903238	3.52636052461616	3.78418963391826	1.85629799036563	7	19	8	3	10	5.07517381523383
vir_0932	8	36	2.94443897916644	2.56494935746154	14	3	7	5	3	7	5	5	5	1	5	2	1	50	18	1.45861502269952	1.70474809223843	3.25809653802148	3.55534806148941	1.33500106673234	7	19	10	3	10	5.07517381523383
vir_0933	8	35	3.21887582486820	2.83321334405622	15	3	7	5	3	7	5	5	5	1	5	2	1	45	21	1.94591014905531	2.74084002392520	4.06044301054642	4.43081679884331	2.45958884180371	7	20	10	3	10	5.13579843705026
vir_0934	8	38	3.36729582998647	3.13549421592915	12	3	7	5	3	7	7	9	5	7	5	2	1	38	18	1.30833281965018	2.05412373369555	3.71357206670431	4.02535169073515	1.75785791755237	7	19	9	3	10	4.74493212836325
vir_0935	7	36	2.99573227355399	2.48490664978800	18	3	7	5	5	7	7	9	5	7	5	2	1	50	16	2.19722457733622	2.70805020110221	4.04305126783455	4.27666611901606	2.31253542384721	7	20	9	3	10	5.50125821054473
vir_0936	8	35	2.99573227355399	2.63905732961526	13	3	7	5	5	7	7	5	5	1	5	2	2	47	21	1.77495235091167	2.19722457733622	3.71357206670431	4.00733318523247	2.05412373369555	7	20	10	3	10	4.97673374242057
vir_0940	8	39	3.33220451017520	3.04452243772342	14	2	3	3	5	3	9	5	5	1	5	2	2	60	23	2.72785282839839	2.99573227355399	4.17438726989564	3.95124371858143	2.59525470695687	7	20	10	3	10	5.48063892334199
vir_0941	7	40	2.77258872223978	2.70805020110221	13	1	3	5	5	3	5	5	5	1	5	2	2	45	18	1.56861591791385	2.07944154167984	3.66356164612965	3.66356164612965	1.68639895357023	7	19	9	3	10	4.97673374242057
vir_0943	8	40	2.99573227355399	2.94443897916644	18	3	7	3	3	7	3	9	5	1	5	2	1	45	20	1.33500106673234	1.13140211149110	3.25809653802148	3.21887582486820	1.16315080980568	7	17	9	3	10	4.82831373730230
vir_0944	8	37	2.89037175789616	2.77258872223978	11	3	7	3	3	7	3	9	5	1	5	2	1	40	21	0.955511445027437	1.41098697371026	3.09104245335832	3.29583686600433	0.741937344729377	7	20	9	3	10	4.65396035015752
vir_0945	8	40	2.70805020110221	2.19722457733622	14	3	7	5	3	7	5	7	5	1	5	2	1	52	23	2.58776403522771	2.72129542785223	3.66356164612965	3.93182563272433	2.35137525716348	7	22	13	3	10	5.52146091786225
vir_0947	8	39	2.63905732961526	2.39789527279837	14	3	7	5	3	7	5	7	5	1	5	1	1	45	21	1.60943791243410	1.80828877117927	3.49650756146648	3.68887945411394	1.60943791243410	7	19	8	3	10	5.13579843705026
vir_0957	8	34	2.94443897916644	2.48490664978800	12	3	7	3	3	7	7	9	5	7	7	2	1	53	26	1.25276296849537	2.21920348405499	3.73766961828337	4.02535169073515	1.85629799036563	7	19	8	3	14	4.90527477843843
vir_0958	8	39	3.04452243772342	2.56494935746154	15	3	7	3	3	7	5	9	5	7	7	1	1	46	17	2.28238238567653	2.85647020622048	3.87120101090789	4.58496747867057	1.64865862558738	7	17	8	3	10	4.86753445045558
vir_0960	8	36	2.94443897916644	2.39789527279837	17	3	7	3	3	7	5	9	5	7	5	2	1	60	21	2.19722457733622	2.66025953726586	4.40671924726425	4.06044301054642	2.16332302566054	7	20	9	3	10	5.01063529409626
vir_0961	8	36	2.70805020110221	1.79175946922806	14	3	7	3	3	7	7	9	5	7	5	1	1	50	21	2.18605127673809	3.01553490085017	4.00733318523247	3.89182029811063	2.61006979274201	7	22	10	3	10	5.37063802812766
vir_0962	8	39	3.40119738166216	3.09104245335832	13	3	7	3	3	7	9	9	5	7	5	2	2	50	21	1.68639895357023	2.59525470695687	3.97029191355212	3.91202300542815	2.30258509299405	7	21	10	3	10	5.37063802812766
vir_0963	8	39	3.04452243772342	2.56494935746154	15	2	3	3	5	3	5	9	5	7	5	2	1	60	27	2.37954613413017	3.08648663682246	3.97029191355212	4.12713438504509	2.70136121295141	7	26	11	3	10	5.32300997913841
vir_0965	8	39	2.77258872223978	2.56494935746154	16	3	7	5	3	7	3	9	5	1	5	1	1	32	18	0.832909122935104	1.38629436111989	3.40119738166216	2.83321334405622	0.530628251062170	7	17	8	3	10	5.32300997913841
vir_0967	7	39	3.43398720448515	3.17805383034795	17	1	3	3	5	3	7	9	5	7	5	2	2	52	22	2.68784749378469	2.75366071235426	3.73766961828337	3.78418963391826	2.02814824729229	7	23	10	5	1	5.27299955856375
vir_0973	8	39	3.04452243772342	2.48490664978800	15	3	7	5	3	7	5	9	5	1	5	2	1	43	16	1.82454929205105	2.43361335540045	4.12713438504509	4.15888308335967	1.88706964903238	7	19	9	3	10	4.94164242260930
vir_0983	8	39	3.04452243772342	2.48490664978800	15	3	7	3	3	7	7	9	3	7	5	2	1	45	17	1.91692261218206	2.85070650150373	4.43081679884331	4.65396035015752	2.56494935746154	7	20	9	3	10	4.97673374242057
vir_0985	8	40	2.56494935746154	1.60943791243410	16	1	3	3	7	3	9	9	5	7	7	2	2	70	21	3.44361809754611	3.59456877464270	4.24849524204936	3.87120101090789	3.04452243772342	5	26	12	5	1	6.01615715969835
vir_0990	8	35	3.21887582486820	2.70805020110221	15	3	7	5	3	7	5	9	5	1	5	2	2	50	18	1.66770682055808	2.04122032885964	3.80666248977032	3.55534806148941	1.30833281965018	7	20	8	3	10	4.49980967033027
vir_0991	8	36	2.94443897916644	2.39789527279837	18	3	7	3	3	7	5	9	5	1	5	2	2	40	22	1.28093384546206	1.93152141160321	3.43398720448515	3.13549421592915	0.993251773010283	7	20	9	3	10	5.07517381523383
vir_0992	8	38	2.83321334405622	2.39789527279837	18	3	7	5	3	3	3	9	5	1	5	2	2	40	17	1.43508452528932	2.18605127673809	3.73766961828337	3.87120101090789	1.56861591791385	7	20	9	3	10	4.70048036579242
vir_0994	8	39	3.09104245335832	2.56494935746154	16	3	7	5	3	7	3	9	5	1	5	1	1	40	18	1.43508452528932	2.11625551480255	3.78418963391826	3.58351893845611	1.62924053973028	7	17	8	3	10	4.94164242260930
vir_0999	8	39	3.04452243772342	2.48490664978800	16	3	7	5	3	7	3	9	5	1	5	1	1	36	14	1.60943791243410	1.68639895357023	3.68887945411394	3.55534806148941	1.32175583998232	7	18	9	3	10	4.94164242260930
vir_1001	8	39	2.77258872223978	2.39789527279837	18	3	7	3	3	7	7	9	5	1	5	2	1	54	18	2.12823170584927	2.39789527279837	3.71357206670431	3.49650756146648	1.88706964903238	7	19	8	3	10	5.16478597392351
vir_1002	8	39	2.77258872223978	2.39789527279837	18	3	7	3	3	7	3	9	5	1	5	2	1	42	27	1.22377543162212	0.336472236621213	1.94591014905531	1.09861228866811	-1.60943791243410	7	18	8	3	10	5.34710753071747
vir_1003	8	39	2.77258872223978	2.39789527279837	18	3	7	3	3	7	3	9	5	1	5	2	1	40	22	1.09861228866811	0.832909122935104	2.07944154167984	2.39789527279837	0.0953101798043249	7	16	8	3	10	4.78749174278205
vir_1005	8	39	2.77258872223978	2.39789527279837	18	3	7	5	3	7	5	7	5	7	5	2	1	40	18	1.41098697371026	2.16332302566054	4.04305126783455	4.18965474202643	1.74046617484050	7	17	7	3	10	4.65396035015752
vir_1007	8	39	3.04452243772342	2.56494935746154	18	3	7	5	3	7	3	9	5	1	5	1	1	32	17	1.16315080980568	0.788457360364270	2.94443897916644	2.99573227355399	0.530628251062170	7	15	8	3	10	4.78749174278205
vir_1008	8	39	3.04452243772342	2.56494935746154	14	3	7	5	5	7	9	7	5	1	5	2	1	70	37	1.91692261218206	2.52572864430826	3.63758615972639	3.87120101090789	1.88706964903238	7	20	10	3	10	5.04342511691925
vir_1009	8	39	2.77258872223978	2.39789527279837	18	3	7	5	3	7	5	7	5	1	5	1	1	40	25	0.641853886172395	0.955511445027437	2.94443897916644	2.70805020110221	0.182321556793955	7	19	8	3	10	5.13579843705026
vir_1010	8	39	3.04452243772342	2.83321334405622	10	3	7	5	3	7	7	7	5	1	5	1	2	40	23	1.06471073699243	1.25276296849537	3.36729582998647	3.40119738166216	0.955511445027437	7	19	9	3	10	4.60517018598809
vir_1011	8	40	2.70805020110221	2.39789527279837	18	3	7	5	3	7	5	7	5	1	5	2	1	34	20	0.916290731874155	1.66770682055808	3.33220451017520	3.17805383034795	1.30833281965018	7	17	7	3	10	4.94164242260930
vir_1012	8	39	3.09104245335832	2.70805020110221	15	3	7	5	5	7	9	7	5	1	5	2	1	55	26	2.20827441352280	2.50143595173921	3.87120101090789	4.23410650459726	2.35137525716348	7	21	7	3	10	5.07517381523383
vir_1013	8	39	3.04452243772342	2.77258872223978	15	3	7	5	3	7	7	7	5	1	5	2	1	50	26	1.84054963339749	1.94591014905531	3.68887945411394	3.91202300542815	1.79175946922806	7	21	8	3	10	4.94164242260930
vir_1014	8	36	2.94443897916644	2.39789527279837	17	3	7	5	3	7	5	7	5	1	5	1	1	40	23	1.16315080980568	0.530628251062170	2.48490664978800	2.07944154167984	-0.510825623765991	7	18	9	3	10	4.86753445045558
vir_1016	8	35	2.99573227355399	2.39789527279837	17	3	7	5	3	7	3	7	5	1	5	1	1	40	22	1.30833281965018	1.87180217690159	3.68887945411394	3.95124371858143	1.50407739677627	7	19	9	3	10	4.74493212836325
vir_1019	9	40	2.94443897916644	2.56494935746154	17	3	7	3	3	7	3	7	5	1	5	2	2	37	20	0.955511445027437	1.36097655313560	3.13549421592915	3.13549421592915	1.79175946922806	7	17	7	3	10	4.94164242260930
vir_1032	8	35	2.99573227355399	2.39789527279837	17	3	7	5	3	7	5	5	5	1	5	2	1	30	20	1.02961941718116	1.36097655313560	3.13549421592915	3.09104245335832	0.587786664902119	7	17	10	3	10	4.90527477843843
vir_1033	8	37	3.13549421592915	2.56494935746154	17	3	7	5	3	7	3	7	5	1	5	1	2	45	21	2.05412373369555	2.71469474382088	4.33073334028633	4.44265125649032	2.24070968927596	7	20	9	3	10	4.90527477843843
vir_1039	8	39	2.77258872223978	2.39789527279837	16	3	7	5	3	7	3	7	5	1	5	2	1	42	16	0.993251773010283	1.56861591791385	3.21887582486820	3.40119738166216	1.13140211149110	7	20	9	3	10	4.94164242260930
vir_1171	9	59	2.56494935746154	3.29583686600433	6	1	3	3	5	3	9	9	3	7	7	2	1	60	26	4.18509892549057	3.21887582486820	4.09434456222210	3.98898404656427	2.50143595173921	7	25	13	5	1	5.39362754635236
vir_1179	8	37	3.58351893845611	3.25809653802148	16	1	3	3	7	3	7	9	3	7	7	2	2	58	21	2.83907846350861	3.45946628978613	3.98898404656427	3.78418963391826	2.70136121295141	7	25	12	5	1	5.87211778947542
vir_1214	8	37	3.13549421592915	2.70805020110221	19	2	3	5	5	3	5	7	5	1	5	1	2	60	22	2.77258872223978	3.16124671203156	4.27666611901606	4.40671924726425	2.77258872223978	7	20	11	3	10	5.34710753071747
vir_1230	9	44	3.78418963391826	3.36729582998647	7	1	3	3	5	3	7	7	5	1	5	1	1	58	31	2.90142159408275	3.14845336057166	4.07753744390572	4.09434456222210	2.82137888640921	7	21	11	5	1	5.54126354515843
vir_1243	8	44	2.77258872223978	2.63905732961526	16	3	7	5	5	7	9	5	5	1	5	2	2	65	30	3.73766961828337	4.20916023665068	3.98898404656427	4.00733318523247	2.89037175789616	7	23	11	3	10	5.72031177660741
vir_1252	8	39	3.52636052461616	3.25809653802148	14	1	3	5	5	3	7	7	5	1	5	1	2	65	29	2.65324196460722	2.66025953726586	3.73766961828337	3.80666248977032	2.15176220325946	7	20	9	5	1	5.43807930892320
vir_1286	8	45	3.58351893845611	3.25809653802148	9	1	3	5	5	3	9	5	5	1	5	1	2	70	26	3.92395157629342	3.41114771251532	4.24849524204936	4.21950770517611	3.03013370027132	7	24	12	3	1	5.79909265446053
vir_1481	8	46	3.63758615972639	3.43398720448515	11	1	3	5	7	3	9	9	5	7	7	2	1	77	30	4.31214050720972	3.39114704580865	4.15888308335967	3.78418963391826	2.96527306606928	5	25	14	5	1	5.91350300563827
vir_2296	9	39	3.29583686600433	3.49650756146648	14	1	3	5	5	3	9	9	5	1	5	1	2	66	27	3.43075618390370	3.74478708605223	4.15888308335967	3.97029191355212	2.97041446556970	5	25	14	5	1	5.87211778947542
vir_0344	8	38	3.25809653802148	2.77258872223978	17	1	3	3	5	3	7	9	5	1	7	1	2	52	13	3.48737507790321	3.74242022104197	4.81218435537242	4.97673374242057	3.08648663682246	7	21	11	5	1	5.40267738187228
vir_0347	8	39	2.63905732961526	1.79175946922806	15	2	3	3	5	3	9	9	5	1	5	2	2	53	14	3.85227300102237	4.46590811865458	5.11799381241676	4.87519732320115	3.37416870927424	7	25	13	3	10	5.62762111369064
vir_0348	9	47	2.77258872223978	2.94443897916644	17	1	3	3	5	3	7	9	3	7	7	1	1	30	14	2.77881927199042	2.51769647261099	2.63905732961526	2.48490664978800	0.832909122935104	7	20	12	5	1	5.48063892334199
vir_349a	8	39	3.21887582486820	2.83321334405622	15	2	3	3	5	3	5	9	5	1	5	2	2	56	21	3.69635146895264	4.50424426739813	5.37527840768417	5.35185813347607	3.90801498403061	7	21	11	3	10	5.52146091786225
vir_349b	9	42	2.94443897916644	2.99573227355399	15	2	3	3	5	3	9	9	5	1	5	2	2	50	24	3.01062088604774	4.15575319035074	4.98360662170834	4.15888308335967	2.66722820658196	7	22	12	3	10	5.41610040220442
vir_0350	8	38	3.25809653802148	2.83321334405622	19	3	3	3	5	3	5	7	5	1	5	2	2	55	15	3.40452517175483	3.21486780347066	4.29045944114839	4.44265125649032	2.81540871942271	7	17	8	3	10	5.29831736654804
vir_0351	8	38	3.09104245335832	2.48490664978800	14	2	3	3	5	3	5	9	5	1	5	2	2	60	18	3.83514196109219	3.96651119071222	4.65396035015752	4.44265125649032	3.38439026334577	7	23	11	5	10	5.89989735358249
vir_0352	8	41	3.13549421592915	2.77258872223978	18	2	3	3	5	3	9	9	5	1	5	1	2	63	30	3.76352299710970	3.59456877464270	4.41884060779660	4.35670882668959	3.15700042115011	7	22	10	3	10	5.72031177660741
vir_0353	9	37	2.56494935746154	2.48490664978800	7	2	5	3	5	7	7	9	5	1	7	1	1	46	16	3.10009228887823	3.95699637107088	4.74493212836325	4.75359019110636	3.37416870927424	7	21	11	3	10	5.37063802812766
vir_0354	9	37	2.63905732961526	1.94591014905531	18	3	5	3	5	7	7	9	5	1	5	1	1	56	20	3.66612246699132	3.89589362349826	4.91265488573605	4.89034912822175	3.27336401015227	7	18	8	3	10	5.34710753071747
vir_0355	9	36	3.46573590279973	3.09104245335832	19	2	3	3	5	3	9	7	3	1	5	1	1	51	19	3.76815263500844	4.25703014449920	5.28826703069454	5.23644196282995	3.60004824040732	7	20	10	5	1	5.32300997913841
vir_0356	8	36	2.77258872223978	1.60943791243410	15	3	3	3	5	3	5	7	5	1	5	2	2	52	21	3.11351530921037	3.22684399451738	4.02535169073515	3.89182029811063	2.45100509811232	7	22	10	3	10	5.32300997913841
vir_0361	8	39	2.56494935746154	1.79175946922806	17	2	3	5	5	3	9	9	5	1	5	2	2	60	26	3.00568260440716	3.48737507790321	4.18965474202643	4.26267987704132	2.91235066461494	7	22	11	5	10	5.34710753071747
vir_0362	8	39	2.63905732961526	1.94591014905531	13	1	3	5	7	3	7	7	5	1	5	2	2	63	30	3.61899332664977	3.40452517175483	4.17438726989564	3.87120101090789	3.10009228887823	5	26	13	3	1	5.75257263882563
vir_0364	8	37	2.77258872223978	1.79175946922806	14	2	3	3	5	3	5	7	5	1	5	1	2	57	25	3.28840188751681	3.51452606696916	4.34380542185368	4.33073334028633	2.97041446556970	7	24	10	3	10	5.43807930892320
vir_0365	8	39	2.63905732961526	1.79175946922806	17	1	3	3	5	3	9	9	5	1	5	1	2	55	19	3.87120101090789	4.09933210373314	4.66343909411207	4.52178857704904	2.91235066461494	7	23	11	5	1	5.32300997913841
vir_0590	8	39	2.56494935746154	1.60943791243410	17	1	3	3	7	3	9	9	5	1	5	1	2	70	25	3.65583960003574	3.38439026334577	3.91202300542815	3.97029191355212	2.86789890204411	5	25	13	3	1	5.95324333428779
vir_0593	7	40	2.63905732961526	2.07944154167984	10	2	3	5	5	3	9	9	7	1	5	1	2	60	26	3.38099467434464	3.71600812150219	3.93182563272433	3.82864139648910	2.51769647261099	7	21	10	3	10	5.59842195899838
vir_0596	8	39	2.63905732961526	1.79175946922806	15	1	3	3	5	3	9	9	7	1	7	1	2	62	17	4.13836144763888	4.45550941143369	4.85981240436167	4.34380542185368	3.45631668088324	7	24	12	3	10	5.92692602597041
vir_0599	8	39	2.63905732961526	1.79175946922806	17	1	3	3	7	3	5	9	7	1	7	2	2	65	27	3.45631668088324	3.18221184049661	3.52636052461616	3.61091791264422	2.48490664978800	5	24	14	5	1	5.82894561761021
vir_0600	9	35	2.83321334405622	2.07944154167984	13	1	3	3	7	3	7	9	7	1	7	1	2	62	27	3.00071981506503	2.99573227355399	4.14313472639153	4.00733318523247	2.90690105984738	7	22	11	3	1	5.78382518232974
vir_0603	8	45	2.07944154167984	1.79175946922806	15	1	3	3	7	3	7	9	7	1	7	1	2	70	25	4.42004470186140	3.89182029811063	4.26267987704132	4.31748811353631	3.25037449192757	7	23	12	3	1	5.94017125272043
vir_0606	8	40	2.56494935746154	1.94591014905531	12	1	3	3	5	3	7	7	7	1	7	1	2	61	30	3.78872478908365	4.02713581252865	4.89034912822175	5.19849703126583	3.71113006304876	7	20	10	5	1	5.48063892334199
vir_0608	8	32	3.04452243772342	1.94591014905531	14	1	3	3	5	3	5	3	7	1	7	2	2	50	22	2.49320545260270	3.06339092202781	3.63758615972639	3.29583686600433	2.48490664978800	7	22	8	3	1	5.73657229747919
vir_0611	8	35	2.89037175789616	1.79175946922806	16	2	3	3	3	3	5	7	7	1	7	2	2	52	20	3.34286180464919	3.22286784613774	4.09434456222210	3.98898404656427	2.63188884013665	7	16	7	3	10	5.39362754635236
vir_0793	8	39	2.63905732961526	1.94591014905531	15	3	3	5	5	3	9	7	7	7	7	1	2	52	20	3.81990771652034	4.41037110768302	5.11799381241676	5.17048399503815	3.84588320292360	7	22	10	3	10	5.52146091786225
vir_0856	9	38	2.77258872223978	2.30258509299405	12	3	5	5	5	7	5	9	7	1	5	2	2	50	20	3.16968558067743	2.91235066461494	4.23410650459726	3.89182029811063	2.50143595173921	7	22	12	3	10	5.72031177660741
vir_0857	8	39	2.63905732961526	1.79175946922806	15	1	3	5	5	3	9	5	7	1	5	1	2	60	30	3.34286180464919	3.46573590279973	4.00733318523247	3.78418963391826	3.02042488614436	5	30	13	5	1	5.85793315448346
vir_0863	8	39	2.63905732961526	1.38629436111989	18	1	3	5	5	3	5	7	3	7	7	1	2	60	21	3.28466356540620	3.26193531432865	4.67282883446191	4.38202663467388	2.35137525716348	7	20	12	5	1	5.07517381523383
vir_0866	8	37	2.77258872223978	1.60943791243410	14	1	3	5	5	3	3	9	3	7	5	2	1	55	22	3.25037449192757	2.76000994003292	4.06044301054642	3.21887582486820	1.80828877117927	5	24	13	5	1	5.43807930892320
vir_0868	8	37	2.77258872223978	1.60943791243410	14	1	3	3	5	3	3	9	3	7	5	2	1	50	17	3.30321697330195	3.08190996979504	4.44265125649032	4.52178857704904	2.50959926237837	5	23	13	5	1	5.34710753071747
vir_0871	8	39	2.56494935746154	1.38629436111989	16	1	3	3	7	3	3	9	3	1	5	2	1	56	20	3.18635263316264	2.31253542384721	3.04452243772342	2.63905732961526	1.09861228866811	5	30	15	3	10	5.57972982598622
vir_0872	8	39	2.63905732961526	1.79175946922806	16	3	3	5	5	3	3	3	5	7	5	2	2	57	23	3.00071981506503	3.15273602236366	4.23410650459726	4.04305126783455	2.39789527279837	7	20	9	3	10	5.37063802812766
vir_0874	8	39	3.66356164612965	3.21887582486820	16	2	3	3	5	3	3	3	5	7	7	1	1	55	17	3.42100000895834	3.05870707271538	3.89182029811063	3.78418963391826	1.87180217690159	5	25	13	3	10	5.19295685089021
vir_0882	8	39	2.56494935746154	1.79175946922806	15	1	3	5	5	3	3	7	5	1	5	2	1	50	23	2.49320545260270	2.72129542785223	3.49650756146648	2.83321334405622	1.25276296849537	5	25	13	5	1	5.41610040220442
vir_0883	8	39	2.63905732961526	1.60943791243410	16	1	3	3	5	3	5	3	5	7	5	1	2	53	22	3.20680324363393	3.17805383034795	4.23410650459726	4.02535169073515	2.42480272571830	7	20	10	5	1	5.50125821054473
vir_0896	8	39	3.68887945411394	3.43398720448515	19	2	5	3	5	7	5	3	5	1	7	1	2	70	25	2.72129542785223	2.88480071284671	3.68887945411394	3.17805383034795	1.33500106673234	7	22	12	3	10	5.48063892334199
